idx,token,latency_ms,pred_occ,gt_occ,n_obj,n_vru
131,4b791411187e47689f7259a9b4d4c54f,133.7361354380846,95195,-1,7,4
132,ac7124bfc1694aa996a5e3b27d17ecf5,133.6936168372631,94382,-1,7,4
133,b0361d863c2f468d8f6ac82560aaf5bf,134.0492833405733,94096,-1,8,5
134,a00699393a4b4cf39e0b992da8dd2715,136.192349717021,95019,-1,9,5
135,f4d621bac4954bab8376359358093db6,133.58375802636147,96424,-1,9,5
136,0497c0a2d98145029608177652f791a0,133.66500288248062,94069,-1,9,5
137,4bf4a32aa6e14ed890fcf8a860ad9289,133.71386379003525,93399,-1,9,5
138,c591060534ac4c978a9601baa87c202b,138.24310153722763,89662,-1,10,6
139,618875a2d6724584917e6be29329d8ac,146.82270772755146,89924,-1,10,6
140,f09c85b7ca614a97b5a2293ad5b1182c,135.27540676295757,91749,-1,10,6
141,e334b3012d8b45649fb0614b14264a30,135.17214357852936,94801,-1,11,6
142,101e831275d740e6b47a6b1e9ef8c7b2,138.91932182013988,96489,-1,12,6
143,309dffeeb33c4319bfcd4fa9002d8667,134.6933338791132,93444,-1,12,6
144,8e86bdba7c1f434780fdc7924d9d2286,134.08885709941387,94724,-1,12,6
145,58b9fd4376c741b3ad035aec9bef660d,133.7445918470621,95443,-1,12,6
146,a38cd83451774e5f89fce6eb45b3ac8a,136.6821490228176,93853,-1,12,6
147,c604ceb421f54f028c246cb68960dd53,132.96610116958618,85964,-1,11,6
148,84d3fc3616134756aa8a9545a5706e62,132.9608801752329,81832,-1,11,6
149,8c9d04f0d9fe4fa49db9a99d4852f46a,133.13830271363258,77047,-1,11,6
150,fa1a6e0348aa4974808669ff11afc30c,135.27113944292068,77317,-1,11,6
151,95da06d762ea41ed8050c8d7a9cefa8c,133.629335090518,74645,-1,10,5
152,f69deb5862844f09a690500fe6a2b9b0,133.60602222383022,72546,-1,10,5
153,4a4e46dbe41848b8a2b1d82107b6c24c,133.91642272472382,73188,-1,10,5
154,57417521864243b8877733aa6b372276,135.90512983500957,73207,-1,10,5
155,d4c301dcfbc34ac8b8319353c3bfc620,134.07454080879688,71575,-1,10,5
156,75552a5fc1ee4030ac1d032c6343a165,134.4133485108614,71880,-1,9,5
157,c7bc5a205f5545b7a0af978889ceca13,133.72476398944855,73138,-1,9,5
158,e261f474caa34797b0759aa2ca8a576d,135.3396587073803,76124,-1,9,6
159,3947c3c1848e46c3849a1e178e2e728b,134.64955054223537,76336,-1,9,6
160,c0e18beded2d45d29662c2129503d4f7,134.27489809691906,77277,-1,9,6
161,c3286d413f524369ac040fbcd0b0e9b6,134.77272167801857,75769,-1,9,6
162,e7683144f74449309873faf2cb7e76c8,135.3000532835722,75872,-1,9,6
163,a4fa9d49433944d893b977da960fc458,133.92149470746517,74978,-1,9,6
164,d55a20a3225b4e258cbba4dd9e1b597f,133.01073387265205,74219,-1,9,6
165,1a0f8e5b0cc248cd832716486455a257,133.78578796982765,74463,-1,9,6
166,f9b825f4020e4da8b6a182160e0b0705,135.55255718529224,74886,-1,9,6
167,77d239a5f93b49a38ec0a6185c87147d,133.34419950842857,75545,-1,9,6
168,fdb723ef23d64b47aead300ed1d573f7,133.86590033769608,75442,-1,9,6
169,6e49bfd9f21447858938b77180bcb6b8,134.156696498394,77078,-1,9,6
170,4c5a8356ea1741548238807ba41235d3,135.5634368956089,75687,-1,9,6
171,e69a14f90e684e0c8dbcee8336e837ad,133.60550068318844,78145,-1,9,6
172,a77fe48ab6e44959860a1a2b44f7be5e,134.5495842397213,84214,-1,9,6
173,160faaad600249d7ab8f95ee44648e6f,133.8330563157797,89742,-1,9,6
174,335da4966e3745dc845362f4c54eeae8,134.91097278892994,91878,-1,9,6
175,68b7cbe911ee40f9a00ff8affbfb88ab,133.8984314352274,91020,-1,10,7
176,f3d292fb057a4490967facdc1b9968cf,134.2633068561554,90575,-1,11,8
177,9a9f358664e64025a28fbffcf2ee0099,133.86652991175652,92187,-1,11,8
178,deafcf11ebbf49ea987ebc7616d4c487,135.5689875781536,92302,-1,12,8
179,670c160e6af24e7c8a8dc34aae1e3a1c,133.729862049222,95551,-1,13,8
180,5c37942981a148418ea05430a44cfa7e,134.55577567219734,95978,-1,13,8
181,ca924333b0ad4839952a5b6ab70de4b0,134.00465995073318,94342,-1,12,7
182,fb2a700732f24bfe86d1187ba7492ba2,135.43160073459148,95452,-1,11,6
183,f05e94332d124446a9b8df3917101615,134.40020382404327,95979,-1,9,4
184,2b4bb1ecb2244264ba9043ee04854ac2,134.5449835062027,98020,-1,9,4
185,16ada52c6b734169879b2c296f5434d3,133.66042263805866,105861,-1,9,4
186,81f68870ae19470a93ae51e7ff2583ef,135.2905873209238,109087,-1,10,5
187,5f52fc6688cd4b098799012ee6a04875,133.75396840274334,119955,-1,9,4
188,03e1fa4ec2664a34987dcc8c2898d94d,133.84850695729256,120772,-1,9,4
189,d929c9294e4348c58edceeb460d2e083,133.5980575531721,116115,-1,11,6
190,80d7c172efb64b5296f2d22f942bc963,134.87680815160275,116800,-1,11,6
191,edde57e6dfeb416e936d9056824b8253,134.21112671494484,112044,-1,11,6
192,f1d9fc82160b4980a3fd44dc92bdd033,134.02007892727852,115301,-1,11,6
193,33c050305be04c6489a4c61f09e40123,134.062759578228,119092,-1,12,7
194,1477ef1a6a3b42daa70ac218e6f6c6f9,135.68955473601818,123690,-1,13,8
195,dc80a728399948168b6e301e031a2435,134.24830697476864,127362,-1,13,8
196,90c8d4cb239d48adb447177c64a7ff0f,134.44454595446587,128360,-1,13,8
197,1d477a7c21784a98b2e6a9289a958fe2,131.88078999519348,124889,-1,35,4
198,4cd21f4d2a00448c9efe4d81a6e35891,133.95234011113644,125173,-1,35,4
199,d7f831c213eb44e3b8031f73929278a7,132.1579609066248,123410,-1,36,5
200,915e9d78c1eb4bc7a75fbd9d672be158,133.89445282518864,125720,-1,37,5
201,8ae5eb1e96954ba0b154600564400ab4,132.80700892210007,122322,-1,37,5
202,5eb775d7b9534e82971c5c435fbfa116,134.23605635762215,123390,-1,37,5
203,12404ec129124d9a9bb72860e3c9c02b,133.3197746425867,121652,-1,38,5
204,a9460d1306f94aaf894af8b07d5f23a9,133.37098062038422,120657,-1,37,5
205,a82c0acb18dd4c3a99731b7a06a63fb7,133.44004936516285,119204,-1,35,5
206,11d08474b2544d969d832d3d370c3db1,135.16782596707344,113060,-1,35,5
207,1c9469a9d1db45f99f95fbe9c0095087,133.35169292986393,115048,-1,30,5
208,b513d361d0874bf8aa8eeae2e04dd25c,134.2471558600664,112559,-1,30,5
209,773712537f064bed866ee4be0a425261,133.01996886730194,108441,-1,30,5
210,b3d0ef9d02d24118a0fe3e02104e8a33,134.99105349183083,109784,-1,29,5
211,e42c40288fba48e993507ce35215a7d5,133.4305126219988,109364,-1,26,4
212,e1e84a1a464844cd80f144faa700c067,132.7875554561615,107477,-1,26,4
213,44a22e08d57b40d4bf7077a060741383,132.54666328430176,103703,-1,24,4
214,0e6728061166469695094adf2df3ece0,134.13441367447376,102428,-1,25,4
215,c0ac3dc491e7414184f44c2b32d24ad8,132.97831267118454,100561,-1,24,4
216,b87c4fce91d94856b3d8a39961e97fbb,132.19381868839264,101569,-1,23,5
217,49ceba17e48d41f08da1c994618f84da,133.5131861269474,98047,-1,21,4
218,0c35a9646b7b4c74af3699f46d6bed9a,135.13566367328167,92644,-1,18,4
219,3d71959327bc4d79a59a8efb0da21143,133.49906913936138,86759,-1,18,5
220,bf7a775b373b4705aebfee0609f6e166,133.1378109753132,83258,-1,17,4
221,ac2d1e8913eb40e0847c39fb6dd73c5f,133.20975564420223,82305,-1,15,4
222,0791e7e86b98473795eeffe238d6c13b,135.41045039892197,82805,-1,15,4
223,6e60a07fb4234c1d8b669f62bd49da5b,133.56762751936913,84418,-1,14,3
224,f3c0d5342fd54c4f95312fead7783170,133.49495083093643,84331,-1,14,3
225,a1d17e01d0454964a0699b251b2f1e70,134.02369432151318,84305,-1,14,3
226,8d5c8d68750649c5bb0798abe4a1d8f8,135.01624017953873,84249,-1,14,3
227,e0668ad60c404fa6a7cd4295c536d737,133.0654565244913,82176,-1,15,3
228,4b37030f3df847aa97027cfb887be058,133.63303244113922,83197,-1,14,3
229,c63c15b4ddae40579136ebaecbbfbfd0,133.5547026246786,81519,-1,13,3
230,d21bdffbca9f4edaa4bf4f54fffa6f4b,135.8533427119255,80059,-1,12,2
231,2bdf0127a7094e3aabdf8be3f4670cb0,133.2694496959448,79417,-1,12,2
232,7e33559bf5ce4cbabf24b606383ce521,132.67183676362038,77425,-1,13,3
233,af7a7e39956646a785d8d7c5831fea62,133.87757167220116,74954,-1,14,3
234,489c1b82dd654bc78cd900b93a644bab,134.94315184652805,74602,-1,15,3
235,cef5745a54e24c7a9111d449e336b4ed,133.201751857996,75886,-1,15,3
236,040a956bf0c04ad09fffc286cab5bc56,131.88104145228863,95024,-1,29,5
237,ea5dbccb2a7a4b4e9ce8c0f5e0509d17,132.0256032049656,97369,-1,37,9
238,fc651dc8a36846fdba3f705117d3d0d0,132.8919604420662,103377,-1,39,10
239,3d65380e1e2b470bbe0c944ecec05616,131.9464035332203,106222,-1,45,12
240,6d32f67b3307453aae7b942c91b7b9e8,131.4046960324049,102887,-1,47,12
241,d6f9027a85474ee4bbd4103cc7619f4f,131.80502876639366,99476,-1,55,13
242,573172be3eda4aae94e875fe4403c57b,134.16969031095505,93942,-1,63,14
243,3387d937c3864cdcaf0454542ebaa961,132.2857216000557,91478,-1,67,16
244,2bb8324710ae4fb1a000cdf7f1eb253c,131.94132409989834,89390,-1,69,17
245,34cf97ab4d6b452d862ae6c8374f7ee9,133.0252494663,88660,-1,74,21
246,9bd318b5781f4bf797b9b6ee69f9cbd8,134.27842408418655,92895,-1,79,24
247,72fb9f0f545a4d6b92f6de14c9dcce85,132.39100761711597,94592,-1,78,23
248,ef9eddeaa6c641b2bfc687237153a1e9,133.22332315146923,94010,-1,76,23
249,913f4d17b4c54ce19662f83158a3d4d0,133.5863135755062,95026,-1,78,26
250,728f711f0d8e4b5fa85defb9bbb51399,134.7540095448494,93857,-1,84,31
251,4ea42d9dcb2548658a950769437f108b,133.74923914670944,91706,-1,83,28
252,4de831d46edf46d084ac2cecf682b11a,132.62686133384705,89463,-1,91,31
253,9bab9367c07f4410ab2a3e901d76034f,134.00238566100597,86094,-1,91,29
254,2128fc958907421ca888ab014a73348a,134.30998288094997,82380,-1,94,30
255,144689dc04d74506a875106f2ff76d9e,133.05959478020668,80664,-1,94,33
256,d813d750f591453a9b1bb905e6a88b48,133.6837373673916,77036,-1,86,30
257,bf6aeba0f19a46b087916c915f73cf39,133.4552988409996,75001,-1,85,32
258,9018d220fc7340998efa65631a9c3cd4,135.16302593052387,70582,-1,90,34
259,5b8b618c3f9e481bb8522d9900d74f20,133.14377330243587,67958,-1,91,38
260,8491dd8fb7a44826b15e24ef9f869455,132.49846920371056,67102,-1,86,36
261,d90f206c2a2e405e912ee046b0b27d85,134.1523565351963,65980,-1,79,34
262,9d0b36d611be43ffa9244ee9a4e9c5e9,134.19797271490097,70261,-1,77,33
263,1fa5506ca31d4174955140d2138db679,132.78480991721153,69244,-1,81,39
264,364828ce52784d7a8f1b6f586637e23a,132.30811432003975,75295,-1,81,39
265,864f2bd660ba4d5b83fc5dee443801ce,134.25807654857635,78755,-1,74,38
266,1734a670436946788e72ec8ce185957b,134.27955470979214,78819,-1,72,36
267,2e51aaf4465441dcbe22351087a62c46,132.717190310359,78965,-1,74,38
268,291d30843273487c96a7dc86f79a030f,132.36921839416027,76423,-1,73,40
269,90c1665c6cf24153a834063fd99f257c,132.86462798714638,79733,-1,69,40
270,783bf5ef43d04e538df4986e1461ba7e,134.18622128665447,78459,-1,71,42
271,f5a8490b733140bd9eb51131f5e65b4e,132.42590427398682,78185,-1,68,44
272,cb57adad69c54307907d522fd78c543b,132.02737644314766,79237,-1,67,43
273,b46095be5e6c47d2aff1a67a151fc984,133.06344114243984,76899,-1,68,44
274,de44070678e84676ab9e68a16a55b5d5,134.78158973157406,76813,-1,71,48
275,a6f13e65dcd141bca7ffb425d7c6c8be,133.06209072470665,74723,-1,64,43
276,8fb167b9767d420b9c6368719bafb7b4,133.17236676812172,68896,-1,34,17
277,1dffa2d447444bc89fa5c494f88aaa20,133.6167212575674,72678,-1,38,20
278,8c6a954f8ab94c36b994a18d9f6a5b26,134.78347286581993,75457,-1,41,20
279,d5686f4785d04f7f82f723548f14523c,133.66392068564892,78752,-1,48,24
280,ad7080dc8e08423482474c439e96c2ee,132.9856961965561,78500,-1,52,26
281,96af1a7dbbe643ee9b54c2702c719407,133.35894793272018,76143,-1,54,26
282,99c4cc9ce89246b19b802666bff43cf9,134.9090989679098,73779,-1,59,26
283,5c9f496ba0904ac0a2a62c138dd627f2,133.378142490983,70348,-1,59,25
284,ce45c7c9cae1491ba4e30bdf649b7de0,133.10383819043636,68606,-1,57,23
285,4ffdd34156524df380cddc090dcadc7d,132.97402299940586,67197,-1,56,23
286,ffec010a27b4462f86b78e2e41d14f42,134.3698352575302,67751,-1,57,24
287,c5fc747cb34f44d78820ae649d183e93,133.1974845379591,69638,-1,54,24
288,88aa269105204f8db1a29debf3cde07c,133.270351216197,69266,-1,55,23
289,6b282c1c40c1454bad559e58b5fcecb0,132.645346224308,66650,-1,49,19
290,4523fb98c35940f1a47555072262965d,135.54107584059238,65012,-1,49,19
291,6e75580faac94693acd7ece6419dcb88,133.32615420222282,63814,-1,51,19
292,bd0a172dbc9045d5a11b1980ccfb0d53,132.0492271333933,63168,-1,52,20
293,af620d74bb47486b89cdc3844acb6c18,132.23768211901188,62917,-1,54,20
294,8a51f719699b49f893a8ed0932201c22,134.4566885381937,64099,-1,51,18
295,cf4d66093d824995b2b56eb08503c663,132.84152559936047,64399,-1,52,19
296,5bea7ebf706d4a5c906769ca8de1be22,132.51642510294914,66804,-1,53,20
297,c49a39d8f51d41dabd03de50bbcf06d9,132.3841754347086,69559,-1,53,20
298,b9853461935b41f88ba20195a2d0217c,133.80270078778267,68926,-1,54,21
299,a4093bf016f74a93bab9aea589de615c,132.6209306716919,69588,-1,55,22
300,33c965ece87842c2ac898543d26dad5f,132.25648552179337,70757,-1,55,22
301,5484714099f84b6c90d7db7fa8673073,131.97015784680843,71185,-1,55,22
302,318791a3a2054db9a90bc6eba32795bf,134.03036817908287,70272,-1,56,23
303,9f6fcb159f6046cb9b2f9165479c2e51,132.43787549436092,69548,-1,56,24
304,7967df27333942bca9eb8c1af9de61af,132.0100724697113,70023,-1,56,24
305,1aaff367ed174989b350fd40619b6f9a,132.39478506147861,69426,-1,57,24
306,28d072daaeb44926a824bb2671878b68,133.82413983345032,69372,-1,57,24
307,0a4c9338501444aebc937ec231dcde43,131.89650885760784,67052,-1,57,24
308,81d4dc6d876c46528e7c678fe85410cf,131.87126256525517,64979,-1,55,23
309,a2f135999c12428caacda927ebcff835,132.5040217489004,64672,-1,55,23
310,e32db3f8b6c244c2be60b6d7db30ccc3,132.72258080542088,63516,-1,56,23
311,38f030fc7723490e98b3b40ba7d525f9,131.09472393989563,61898,-1,56,23
312,e2526ae0b641422f9151ffd49a19f01c,130.65450638532639,61802,-1,55,23
313,b3bafb1ec0824002ac518570c7995935,131.0956161469221,61946,-1,54,22
314,4ac8bb201c7f44cfad407f00d3b18c4d,132.3452927172184,62226,-1,52,20
315,91d55da975464dd6a50d71a4d46881eb,130.38176484405994,61528,-1,52,20
316,3502d36d2c76428f9b79f2854e96b696,130.61846047639847,59781,-1,73,47
317,152db7f344954b7196402b92caa57e1c,131.68028369545937,59745,-1,80,48
318,ff771831a0b243169b037f4659e23a9d,132.7501442283392,59981,-1,84,52
319,b22ec0c7883143c6a201e71ab917da7a,131.01443275809288,62668,-1,86,52
320,f38ef51177c84c2a9fa32584b79e601e,131.18540309369564,64612,-1,89,53
321,291e7331922541cea98122b607d24831,131.85976073145866,65795,-1,90,53
322,e4a61a01232041f596e72f03495234f2,132.80694000422955,69661,-1,94,55
323,d628f4a6b4a6405c8f4cfbb8d18c6fd8,131.53498247265816,69746,-1,95,56
324,7b011306ccc34c94a341a54ba2552c52,131.39172084629536,70453,-1,100,60
325,333b8e10454e4be1b6ea0a57ed25e3d5,132.14761018753052,72526,-1,101,62
326,5099c82438074d8885298bbf6d635a54,133.99239629507065,73153,-1,104,62
327,7a344e7e1436415caf180ae067a4203a,132.04173184931278,76292,-1,106,63
328,72fb9a53ac6f4222ac623a6b39c9404d,133.59823636710644,77412,-1,107,63
329,9f7c0eaa175c4627aab13b7f76297c2a,133.02863761782646,79484,-1,109,64
330,c62b6ac878934607be0c524a02f1692b,134.88652743399143,79492,-1,111,63
331,19eea651c57e43ebbade7c4b92a6e4da,132.24606774747372,78419,-1,113,65
332,0c43bcd9eafa4b8c89c371cb311bf938,133.18521156907082,74823,-1,113,63
