idx,token,latency_ms,pred_occ,gt_occ,n_obj,n_vru
38,e59fefa1fc19406782779392dff95366,49.17508736252785,31907,-1,20,4
39,adce54dcf6404d37bd170ffc4c2a7836,49.558982253074646,31844,-1,18,3
40,3613b5ea52bc46d0966fede34be89d38,66.60432927310467,31908,-1,23,9
41,c0f6cef97fa44973afe8ed8e18e652c3,49.199214205145836,31973,-1,25,11
42,895d801ecf3e40019e43a0d5b80bb453,46.44086770713329,31979,-1,25,12
43,18f10858b2b1410f8485ffa35253033d,77.286371961236,31930,-1,26,13
44,2d72c60d65f84eae91bb4e5b2486b366,92.50526316463947,31948,-1,27,14
45,3d2ce1b79d1c45e5b7db4f26f411bb86,51.67458392679691,31913,-1,29,16
46,9a7a58e327f04340ae8f9ec098a58418,50.8938804268837,31967,-1,28,15
47,575d8e57b2de436b805fd6befde3edd7,79.50812391936779,31985,-1,31,19
48,14d8b49233574552ae43c6f49172ea16,54.418984800577164,31969,-1,33,20
49,5973a055a6ac40e9934cfce8afa82fbe,48.239391297101974,31998,-1,35,25
50,1220f9a205ae44418fcce91722e1e601,62.97825835645199,31998,-1,39,33
51,9b3ff4bc3d1d46a19ddae004ec9c0ae5,63.78828547894955,31998,-1,41,35
52,692096a37e2c43b3b1aaaa06b0a9666b,61.8890430778265,31979,-1,46,41
53,0c97832dafd24fce9a0e4935664dc824,47.95628599822521,31962,-1,48,44
54,ca37a1ae2ef1461d9c3dadf826e78706,60.45074947178364,31983,-1,50,46
55,9a1174901ea1401a9972a44616214c9b,48.15373755991459,31994,-1,51,47
56,6e147994a5e3493d86a928a612ff5791,97.65647351741791,31993,-1,55,51
57,4a1972f8731b4cdea40fc69a38a735b1,82.76750519871712,31991,-1,53,49
58,a4be46a1e7d24df3b14fe5322c65df71,113.11710439622402,31985,-1,49,45
59,d02a787e344d40d78b57593a31fe1813,73.04232008755207,31969,-1,43,39
60,1994ad9682bd4175b244af0be3e09417,50.88023468852043,31992,-1,35,31
61,802619f6fb5940608483cb29fc1beab6,48.32621477544308,31992,-1,36,32
62,b24eea3e5ebd423fafe109de526cb484,47.995731234550476,31992,-1,36,31
63,6e90bc3643d94c0fa0edf8795f8c8aa3,72.00601696968079,31953,-1,30,25
64,5512cfa9df6842f89062f97cdefa378d,51.94633826613426,31959,-1,26,21
65,6ea8ed46a7e04a10abfa6acd5290ea09,64.04586508870125,31946,-1,21,16
66,1db65e17354d4873bd22d3186e7dfcdf,69.21297125518322,31959,-1,19,14
67,d0a9cf1d37cd414584f676826a1f400a,47.29383811354637,31976,-1,16,11
68,21e50bd8b149409a9791a74acf49a676,49.73602667450905,31925,-1,16,11
69,459ac79bafdf4b88913f981c1fa71b2c,48.51200617849827,31926,-1,16,11
70,e05526aafa644218b37ab46567a6e776,111.89391650259495,31941,-1,14,10
71,9260fb448a3a49c0be2d174e01157940,75.65289922058582,31958,-1,16,10
72,5abd3d15e63c44a8a8189a6e70a496ef,47.439150512218475,31963,-1,19,12
73,44a799dcf8cd4393aaa748e1bcd96d58,48.116499558091164,31976,-1,17,10
74,addc85df1c34465090f92fa811ecaac6,85.01885458827019,31991,-1,18,10
75,7483e0aca67b4ed79c12f553d5123923,47.42700792849064,31992,-1,17,9
76,79aee76081974fe18eff436a020ce606,49.11406151950359,31990,-1,15,7
77,c359678db3e0441397c0d631f98ec7e1,68.27585585415363,31987,-1,14,6
78,8cf0dfa0d78f469e8b10760332954028,47.026412561535835,31939,-1,12,5
79,51f37263b06c417e94138f2d9348f909,47.430744394659996,31992,-1,21,8
80,d14ff11d28f8410a83aae3cd04de0203,58.7685015052557,31983,-1,25,10
81,8b93ca14a898421d88a437bbd88fb716,47.67065867781639,31956,-1,26,10
82,c48d2494401a419b8c56b7f413526bd8,105.31814396381378,31955,-1,28,10
83,af4baa2810cf431695fbe4f3f5ce7951,91.80677495896816,31927,-1,28,10
84,8d74da149b1041cf8f0ff4a23c53342c,52.21840925514698,31923,-1,30,10
85,752c9911f5184076b7498c32913821be,48.65548945963383,31948,-1,30,10
86,5f610345cd6841f2afef4769153b5fe5,74.09880496561527,31924,-1,32,10
87,32d941ca626c458381f13c0c7ab267b8,48.26878383755684,31874,-1,33,10
88,6a02dd6bc13a457b9af4dc88220e269e,47.57765308022499,31937,-1,35,10
89,d492d47f5aba43249fe426f07a2911bf,48.79431985318661,31909,-1,37,10
90,7b175346a22b4e68b54a9d21f88446dc,55.33374100923538,31769,-1,42,10
91,1192c1448ec044ef97df3078e92032eb,73.43374006450176,31920,-1,43,10
92,6f82d20df0564605978ac7ee7d2da494,56.919511407613754,31954,-1,46,11
93,2f207084f4794686be52b8fbbfa91f1f,47.8096529841423,31929,-1,45,11
94,71a74ae092364afebe91caaee4ed2af3,61.15174852311611,31886,-1,46,11
95,a95deb56b3a845acae5cc782f42e5e4c,89.2194602638483,31939,-1,45,11
96,76b0296bc28a454894ea616e547ee9e9,48.57882112264633,31882,-1,41,11
97,8ccc7487ae0a4aed9daa021f6efe96b5,49.778155982494354,31970,-1,40,10
98,91bb8353dea24e0eb219c013b45dcd64,51.31817236542702,31951,-1,39,10
99,adebba609dd34ac58da232e03ad80f89,88.42984400689602,31945,-1,40,11
100,f2727eb072f7470b862601edee7250b3,85.99308133125305,31947,-1,41,11
101,849bde6d489544178c838baa28142bd4,47.6896446198225,31933,-1,41,11
102,afd9b98ede4b4c79b3fc1882ffeb2068,47.688743099570274,31974,-1,43,12
103,12a72195b0a242b3bf7a48c0d82cd219,73.34490306675434,31858,-1,43,12
104,12a0035c7d934d259f5fa32eafd7b0e3,55.692628026008606,31941,-1,43,12
105,eab9a7fe8c7c4cbebbefbbdb77960d6a,65.69361314177513,31976,-1,43,12
106,000681a060c04755a1537cf83b53ba57,47.893548384308815,31966,-1,43,12
107,39118d2a1a9b459eadc2c2d28c7658d3,74.20665770769119,31970,-1,42,12
108,b70d359986c74a008d7e9f957521b213,70.98736427724361,31974,-1,42,12
109,c1348c56187d4f38ad1b569cd3a7095f,53.17547731101513,31962,-1,42,12
110,e5062bd5d7774291b8641c5a9a38b439,84.48977582156658,31976,-1,41,12
111,cf6a7d894c034a4db251f41bc31cdbf7,94.27572600543499,31977,-1,40,12
112,9de41b523cce4fb3aa4f6230ec06345d,58.8449165225029,31971,-1,38,12
113,5bbe677b299143128aa0492add6b28cf,68.66223365068436,31982,-1,38,12
114,8b2da12cffd84eb2925b0b9e08ed250f,83.7967786937952,31927,-1,38,12
115,d48f731eacf64f1f8df51ba2a153864a,109.30278524756432,31966,-1,38,12
116,073394e5ed044800b3e4d7e077716219,49.953265115618706,31945,-1,37,11
117,5b8bccc502224cbd82d1cf9e511a35c0,53.461719304323196,31951,-1,35,11
118,6de2f8b9d18441e8aee8011d5f8759f3,47.40830510854721,31971,-1,32,11
119,c28c950afda14f7b93ff956799873dff,58.1990871578455,31980,-1,5,2
120,73605b2d71b347e996af63f7e7e55fa9,78.55201698839664,31974,-1,7,4
121,86287c78bf494502ae0b6110c162b63d,95.02503834664822,31975,-1,7,4
122,c365e8e9ccfd4bcbac8fc09a21692edc,71.80504873394966,31986,-1,7,4
123,08dfcb4bd030497ea9c7d17d4bbba24b,75.94735361635685,31986,-1,7,4
124,b8c2c0c99fa24096abb6537fe3bd5628,50.382405519485474,31995,-1,7,4
125,8b52e309b5144f7880725db89ec38956,53.42903546988964,31996,-1,7,4
126,54dd93feb4b34fc4b57470531bd79ff5,79.59367707371712,31993,-1,7,4
127,7c3248a9f77341d2ba915b857bd8f287,74.86921921372414,31987,-1,7,4
128,9f5b95a0bb20428188d4abae6a0579d1,47.87375032901764,31973,-1,7,4
129,cbbd333271434197b1bd8302ae03100f,48.028454184532166,31978,-1,7,4
130,28b11a54a9554bcab30d73ee193046b5,65.27579203248024,31987,-1,7,4
131,4b791411187e47689f7259a9b4d4c54f,68.85766424238682,31980,-1,7,4
132,ac7124bfc1694aa996a5e3b27d17ecf5,72.85749167203903,31940,-1,7,4
133,b0361d863c2f468d8f6ac82560aaf5bf,84.3378808349371,31959,-1,8,5
134,a00699393a4b4cf39e0b992da8dd2715,51.617324352264404,31970,-1,9,5
135,f4d621bac4954bab8376359358093db6,50.64673162996769,31981,-1,9,5
136,0497c0a2d98145029608177652f791a0,48.81305247545242,31961,-1,9,5
137,4bf4a32aa6e14ed890fcf8a860ad9289,129.52553294599056,31976,-1,9,5
138,c591060534ac4c978a9601baa87c202b,61.17961183190346,31984,-1,10,6
139,618875a2d6724584917e6be29329d8ac,81.1116024851799,31993,-1,10,6
140,f09c85b7ca614a97b5a2293ad5b1182c,69.26745548844337,31968,-1,10,6
141,e334b3012d8b45649fb0614b14264a30,48.40409196913242,31947,-1,11,6
142,101e831275d740e6b47a6b1e9ef8c7b2,49.690380692481995,31926,-1,12,6
143,309dffeeb33c4319bfcd4fa9002d8667,71.86505012214184,31933,-1,12,6
144,8e86bdba7c1f434780fdc7924d9d2286,47.54422977566719,31932,-1,12,6
145,58b9fd4376c741b3ad035aec9bef660d,63.797714188694954,31960,-1,12,6
146,a38cd83451774e5f89fce6eb45b3ac8a,88.19071017205715,31974,-1,12,6
147,c604ceb421f54f028c246cb68960dd53,79.62767779827118,31979,-1,11,6
148,84d3fc3616134756aa8a9545a5706e62,49.82541501522064,31979,-1,11,6
149,8c9d04f0d9fe4fa49db9a99d4852f46a,48.51277731359005,31962,-1,11,6
150,fa1a6e0348aa4974808669ff11afc30c,46.78495600819588,31982,-1,11,6
151,95da06d762ea41ed8050c8d7a9cefa8c,76.55211538076401,31980,-1,10,5
152,f69deb5862844f09a690500fe6a2b9b0,47.33036831021309,31989,-1,10,5
153,4a4e46dbe41848b8a2b1d82107b6c24c,56.95205554366112,31987,-1,10,5
154,57417521864243b8877733aa6b372276,80.39402402937412,31972,-1,10,5
155,d4c301dcfbc34ac8b8319353c3bfc620,68.8027311116457,31982,-1,10,5
156,75552a5fc1ee4030ac1d032c6343a165,56.09001778066158,31985,-1,9,5
157,c7bc5a205f5545b7a0af978889ceca13,101.01385973393917,31982,-1,9,5
158,e261f474caa34797b0759aa2ca8a576d,55.51232770085335,31982,-1,9,6
159,3947c3c1848e46c3849a1e178e2e728b,53.90992388129234,31981,-1,9,6
160,c0e18beded2d45d29662c2129503d4f7,55.98967894911766,31983,-1,9,6
161,c3286d413f524369ac040fbcd0b0e9b6,49.860481172800064,31989,-1,9,6
162,e7683144f74449309873faf2cb7e76c8,50.773944705724716,31971,-1,9,6
163,a4fa9d49433944d893b977da960fc458,65.63001312315464,31972,-1,9,6
164,d55a20a3225b4e258cbba4dd9e1b597f,47.941919416189194,31980,-1,9,6
165,1a0f8e5b0cc248cd832716486455a257,54.817646741867065,31985,-1,9,6
166,f9b825f4020e4da8b6a182160e0b0705,48.00879582762718,31975,-1,9,6
167,77d239a5f93b49a38ec0a6185c87147d,59.38679911196232,31981,-1,9,6
168,fdb723ef23d64b47aead300ed1d573f7,74.91655088961124,31969,-1,9,6
169,6e49bfd9f21447858938b77180bcb6b8,79.94629256427288,31987,-1,9,6
170,4c5a8356ea1741548238807ba41235d3,86.27047576010227,31994,-1,9,6
171,e69a14f90e684e0c8dbcee8336e837ad,77.00445875525475,31981,-1,9,6
172,a77fe48ab6e44959860a1a2b44f7be5e,47.2258385270834,31979,-1,9,6
173,160faaad600249d7ab8f95ee44648e6f,76.18326880037785,31993,-1,9,6
174,335da4966e3745dc845362f4c54eeae8,76.38557069003582,31985,-1,9,6
175,68b7cbe911ee40f9a00ff8affbfb88ab,54.659025743603706,31993,-1,10,7
176,f3d292fb057a4490967facdc1b9968cf,48.16318862140179,31977,-1,11,8
177,9a9f358664e64025a28fbffcf2ee0099,47.99151048064232,31991,-1,11,8
178,deafcf11ebbf49ea987ebc7616d4c487,53.85703407227993,31998,-1,12,8
179,670c160e6af24e7c8a8dc34aae1e3a1c,103.13005559146404,31998,-1,13,8
180,5c37942981a148418ea05430a44cfa7e,65.40657207369804,31997,-1,13,8
181,ca924333b0ad4839952a5b6ab70de4b0,82.28352293372154,31997,-1,12,7
182,fb2a700732f24bfe86d1187ba7492ba2,49.46975223720074,31985,-1,11,6
183,f05e94332d124446a9b8df3917101615,48.437224701046944,31996,-1,9,4
184,2b4bb1ecb2244264ba9043ee04854ac2,47.787318006157875,31996,-1,9,4
185,16ada52c6b734169879b2c296f5434d3,47.70929366350174,31888,-1,9,4
186,81f68870ae19470a93ae51e7ff2583ef,73.67740012705326,31873,-1,10,5
187,5f52fc6688cd4b098799012ee6a04875,102.91392728686333,31827,-1,9,4
188,03e1fa4ec2664a34987dcc8c2898d94d,82.93270692229271,31828,-1,9,4
189,d929c9294e4348c58edceeb460d2e083,48.285217955708504,31876,-1,11,6
190,80d7c172efb64b5296f2d22f942bc963,48.867298290133476,31997,-1,11,6
191,edde57e6dfeb416e936d9056824b8253,48.57214912772179,31998,-1,11,6
192,f1d9fc82160b4980a3fd44dc92bdd033,48.9832554012537,31999,-1,11,6
193,33c050305be04c6489a4c61f09e40123,47.0669399946928,32000,-1,12,7
194,1477ef1a6a3b42daa70ac218e6f6c6f9,49.23994094133377,32000,-1,13,8
195,dc80a728399948168b6e301e031a2435,50.99412985146046,32000,-1,13,8
196,90c8d4cb239d48adb447177c64a7ff0f,48.572320491075516,31993,-1,13,8
197,1d477a7c21784a98b2e6a9289a958fe2,50.478456541895866,31950,-1,35,4
198,4cd21f4d2a00448c9efe4d81a6e35891,69.96452435851097,31934,-1,35,4
199,d7f831c213eb44e3b8031f73929278a7,64.50227275490761,31898,-1,36,5
200,915e9d78c1eb4bc7a75fbd9d672be158,48.26327599585056,31863,-1,37,5
201,8ae5eb1e96954ba0b154600564400ab4,46.95255123078823,31943,-1,37,5
202,5eb775d7b9534e82971c5c435fbfa116,50.23049935698509,31939,-1,37,5
203,12404ec129124d9a9bb72860e3c9c02b,78.72691936790943,31952,-1,38,5
204,a9460d1306f94aaf894af8b07d5f23a9,96.71361558139324,31954,-1,37,5
205,a82c0acb18dd4c3a99731b7a06a63fb7,47.45987243950367,31998,-1,35,5
206,11d08474b2544d969d832d3d370c3db1,48.19738119840622,31997,-1,35,5
207,1c9469a9d1db45f99f95fbe9c0095087,88.56648951768875,31993,-1,30,5
208,b513d361d0874bf8aa8eeae2e04dd25c,49.012862145900726,31985,-1,30,5
209,773712537f064bed866ee4be0a425261,47.160305082798004,31990,-1,30,5
210,b3d0ef9d02d24118a0fe3e02104e8a33,46.78156040608883,31998,-1,29,5
211,e42c40288fba48e993507ce35215a7d5,62.5737514346838,31990,-1,26,4
212,e1e84a1a464844cd80f144faa700c067,63.55546601116657,31983,-1,26,4
213,44a22e08d57b40d4bf7077a060741383,83.51564593613148,31992,-1,24,4
214,0e6728061166469695094adf2df3ece0,83.04343558847904,31984,-1,25,4
215,c0ac3dc491e7414184f44c2b32d24ad8,61.47975102066994,31992,-1,24,4
216,b87c4fce91d94856b3d8a39961e97fbb,54.58264425396919,31993,-1,23,5
217,49ceba17e48d41f08da1c994618f84da,47.42872342467308,31990,-1,21,4
218,0c35a9646b7b4c74af3699f46d6bed9a,48.929451033473015,31975,-1,18,4
219,3d71959327bc4d79a59a8efb0da21143,47.793472185730934,31926,-1,18,5
220,bf7a775b373b4705aebfee0609f6e166,80.6201808154583,31984,-1,17,4
221,ac2d1e8913eb40e0847c39fb6dd73c5f,63.035834580659866,31944,-1,15,4
222,0791e7e86b98473795eeffe238d6c13b,48.10406267642975,31903,-1,15,4
223,6e60a07fb4234c1d8b669f62bd49da5b,48.78261685371399,31898,-1,14,3
224,f3c0d5342fd54c4f95312fead7783170,49.507902935147285,31904,-1,14,3
225,a1d17e01d0454964a0699b251b2f1e70,47.45485261082649,31890,-1,14,3
226,8d5c8d68750649c5bb0798abe4a1d8f8,48.328300938010216,31932,-1,14,3
227,e0668ad60c404fa6a7cd4295c536d737,74.16507229208946,31948,-1,15,3
228,4b37030f3df847aa97027cfb887be058,76.98066532611847,31891,-1,14,3
229,c63c15b4ddae40579136ebaecbbfbfd0,82.3409128934145,31835,-1,13,3
230,d21bdffbca9f4edaa4bf4f54fffa6f4b,85.24462021887302,31828,-1,12,2
231,2bdf0127a7094e3aabdf8be3f4670cb0,61.08492240309715,31761,-1,12,2
232,7e33559bf5ce4cbabf24b606383ce521,50.133636221289635,31710,-1,13,3
233,af7a7e39956646a785d8d7c5831fea62,75.47717541456223,31738,-1,14,3
234,489c1b82dd654bc78cd900b93a644bab,64.80636820197105,31822,-1,15,3
235,cef5745a54e24c7a9111d449e336b4ed,68.17031465470791,31928,-1,15,3
236,040a956bf0c04ad09fffc286cab5bc56,49.10406097769737,31981,-1,29,5
237,ea5dbccb2a7a4b4e9ce8c0f5e0509d17,60.07225066423416,31993,-1,37,9
238,fc651dc8a36846fdba3f705117d3d0d0,80.8352492749691,31986,-1,39,10
239,3d65380e1e2b470bbe0c944ecec05616,57.48848617076874,32000,-1,45,12
240,6d32f67b3307453aae7b942c91b7b9e8,48.18255268037319,31967,-1,47,12
241,d6f9027a85474ee4bbd4103cc7619f4f,46.75225540995598,31981,-1,55,13
242,573172be3eda4aae94e875fe4403c57b,76.95840299129486,31729,-1,63,14
243,3387d937c3864cdcaf0454542ebaa961,96.7378132045269,31803,-1,67,16
244,2bb8324710ae4fb1a000cdf7f1eb253c,58.215079829096794,31984,-1,69,17
245,34cf97ab4d6b452d862ae6c8374f7ee9,91.3061611354351,31968,-1,74,21
246,9bd318b5781f4bf797b9b6ee69f9cbd8,47.33549430966377,31968,-1,79,24
247,72fb9f0f545a4d6b92f6de14c9dcce85,66.48243218660355,31825,-1,78,23
248,ef9eddeaa6c641b2bfc687237153a1e9,49.34324510395527,31952,-1,76,23
249,913f4d17b4c54ce19662f83158a3d4d0,97.98304364085197,31955,-1,78,26
250,728f711f0d8e4b5fa85defb9bbb51399,47.7625522762537,31955,-1,84,31
251,4ea42d9dcb2548658a950769437f108b,47.59737104177475,31941,-1,83,28
252,4de831d46edf46d084ac2cecf682b11a,48.889607191085815,31954,-1,91,31
253,9bab9367c07f4410ab2a3e901d76034f,46.58983089029789,31961,-1,91,29
254,2128fc958907421ca888ab014a73348a,46.32164351642132,31918,-1,94,30
255,144689dc04d74506a875106f2ff76d9e,77.76464521884918,31897,-1,94,33
256,d813d750f591453a9b1bb905e6a88b48,64.54535573720932,31919,-1,86,30
257,bf6aeba0f19a46b087916c915f73cf39,61.51302345097065,31944,-1,85,32
258,9018d220fc7340998efa65631a9c3cd4,49.49943907558918,31964,-1,90,34
259,5b8b618c3f9e481bb8522d9900d74f20,70.25653310120106,31884,-1,91,38
260,8491dd8fb7a44826b15e24ef9f869455,71.48033566772938,31934,-1,86,36
261,d90f206c2a2e405e912ee046b0b27d85,75.15254430472851,31925,-1,79,34
262,9d0b36d611be43ffa9244ee9a4e9c5e9,69.7733722627163,31955,-1,77,33
263,1fa5506ca31d4174955140d2138db679,70.029865950346,31856,-1,81,39
264,364828ce52784d7a8f1b6f586637e23a,67.62882508337498,31878,-1,81,39
265,864f2bd660ba4d5b83fc5dee443801ce,115.0464341044426,31946,-1,74,38
266,1734a670436946788e72ec8ce185957b,78.92217859625816,31944,-1,72,36
267,2e51aaf4465441dcbe22351087a62c46,78.27490754425526,31892,-1,74,38
268,291d30843273487c96a7dc86f79a030f,64.84951823949814,31890,-1,73,40
269,90c1665c6cf24153a834063fd99f257c,59.39888209104538,31887,-1,69,40
270,783bf5ef43d04e538df4986e1461ba7e,48.614880070090294,31899,-1,71,42
271,f5a8490b733140bd9eb51131f5e65b4e,75.38223639130592,31804,-1,68,44
272,cb57adad69c54307907d522fd78c543b,47.70350083708763,31717,-1,67,43
273,b46095be5e6c47d2aff1a67a151fc984,47.683462500572205,31864,-1,68,44
274,de44070678e84676ab9e68a16a55b5d5,79.74281720817089,31884,-1,71,48
275,a6f13e65dcd141bca7ffb425d7c6c8be,117.7850030362606,31955,-1,64,43
276,8fb167b9767d420b9c6368719bafb7b4,48.48320223391056,31868,-1,34,17
277,1dffa2d447444bc89fa5c494f88aaa20,51.57656967639923,31991,-1,38,20
278,8c6a954f8ab94c36b994a18d9f6a5b26,59.80192311108112,31996,-1,41,20
279,d5686f4785d04f7f82f723548f14523c,91.792406514287,31995,-1,48,24
280,ad7080dc8e08423482474c439e96c2ee,52.30492353439331,31992,-1,52,26
281,96af1a7dbbe643ee9b54c2702c719407,73.73522780835629,31973,-1,54,26
282,99c4cc9ce89246b19b802666bff43cf9,84.55820381641388,31857,-1,59,26
283,5c9f496ba0904ac0a2a62c138dd627f2,58.21635015308857,31852,-1,59,25
284,ce45c7c9cae1491ba4e30bdf649b7de0,47.70122654736042,31858,-1,57,23
285,4ffdd34156524df380cddc090dcadc7d,69.32910159230232,31914,-1,56,23
286,ffec010a27b4462f86b78e2e41d14f42,49.24336634576321,31952,-1,57,24
287,c5fc747cb34f44d78820ae649d183e93,73.79889115691185,31898,-1,54,24
288,88aa269105204f8db1a29debf3cde07c,73.62211681902409,31929,-1,55,23
289,6b282c1c40c1454bad559e58b5fcecb0,90.8575039356947,31892,-1,49,19
290,4523fb98c35940f1a47555072262965d,95.22930346429348,31827,-1,49,19
291,6e75580faac94693acd7ece6419dcb88,49.587903544306755,31892,-1,51,19
292,bd0a172dbc9045d5a11b1980ccfb0d53,49.13927987217903,31984,-1,52,20
293,af620d74bb47486b89cdc3844acb6c18,56.68221600353718,31978,-1,54,20
294,8a51f719699b49f893a8ed0932201c22,65.59859402477741,31991,-1,51,18
295,cf4d66093d824995b2b56eb08503c663,48.17267507314682,31979,-1,52,19
296,5bea7ebf706d4a5c906769ca8de1be22,60.98325178027153,31980,-1,53,20
297,c49a39d8f51d41dabd03de50bbcf06d9,46.83062247931957,31974,-1,53,20
298,b9853461935b41f88ba20195a2d0217c,68.55158507823944,31991,-1,54,21
299,a4093bf016f74a93bab9aea589de615c,53.118471056222916,31982,-1,55,22
300,33c965ece87842c2ac898543d26dad5f,48.76628704369068,31977,-1,55,22
301,5484714099f84b6c90d7db7fa8673073,47.70953208208084,31984,-1,55,22
302,318791a3a2054db9a90bc6eba32795bf,48.1532197445631,31991,-1,56,23
303,9f6fcb159f6046cb9b2f9165479c2e51,93.46392378211021,31973,-1,56,24
304,7967df27333942bca9eb8c1af9de61af,65.44429063796997,31980,-1,56,24
305,1aaff367ed174989b350fd40619b6f9a,77.33671553432941,31927,-1,57,24
306,28d072daaeb44926a824bb2671878b68,84.56870540976524,31980,-1,57,24
307,0a4c9338501444aebc937ec231dcde43,47.44715616106987,31941,-1,57,24
308,81d4dc6d876c46528e7c678fe85410cf,47.06872068345547,31918,-1,55,23
309,a2f135999c12428caacda927ebcff835,48.5713966190815,31806,-1,55,23
310,e32db3f8b6c244c2be60b6d7db30ccc3,48.83900471031666,31814,-1,56,23
311,38f030fc7723490e98b3b40ba7d525f9,52.56122723221779,31906,-1,56,23
312,e2526ae0b641422f9151ffd49a19f01c,48.80732297897339,31872,-1,55,23
313,b3bafb1ec0824002ac518570c7995935,49.44155178964138,31886,-1,54,22
314,4ac8bb201c7f44cfad407f00d3b18c4d,48.380786553025246,31846,-1,52,20
315,91d55da975464dd6a50d71a4d46881eb,84.02284607291222,31895,-1,52,20
316,3502d36d2c76428f9b79f2854e96b696,79.48308624327183,31654,-1,73,47
317,152db7f344954b7196402b92caa57e1c,90.65680392086506,31758,-1,80,48
318,ff771831a0b243169b037f4659e23a9d,49.54427108168602,31714,-1,84,52
319,b22ec0c7883143c6a201e71ab917da7a,47.80247621238232,31825,-1,86,52
320,f38ef51177c84c2a9fa32584b79e601e,48.977384343743324,31881,-1,89,53
321,291e7331922541cea98122b607d24831,56.393612176179886,31904,-1,90,53
322,e4a61a01232041f596e72f03495234f2,47.13448882102966,31946,-1,94,55
323,d628f4a6b4a6405c8f4cfbb8d18c6fd8,59.7115233540535,31924,-1,95,56
324,7b011306ccc34c94a341a54ba2552c52,101.2539453804493,31963,-1,100,60
325,333b8e10454e4be1b6ea0a57ed25e3d5,99.79243762791157,31969,-1,101,62
326,5099c82438074d8885298bbf6d635a54,58.057842776179314,31967,-1,104,62
327,7a344e7e1436415caf180ae067a4203a,61.64965033531189,31983,-1,106,63
328,72fb9a53ac6f4222ac623a6b39c9404d,47.6913433521986,31989,-1,107,63
329,9f7c0eaa175c4627aab13b7f76297c2a,48.101961612701416,31991,-1,109,64
330,c62b6ac878934607be0c524a02f1692b,48.315394669771194,31986,-1,111,63
331,19eea651c57e43ebbade7c4b92a6e4da,48.11663739383221,31985,-1,113,65
