idx,token,latency_ms,pred_occ,gt_occ,n_obj,n_vru
58,a4be46a1e7d24df3b14fe5322c65df71,29.705064371228218,458247,-1,49,45
59,d02a787e344d40d78b57593a31fe1813,31.57472237944603,456146,-1,43,39
60,1994ad9682bd4175b244af0be3e09417,35.901905968785286,459579,-1,35,31
61,802619f6fb5940608483cb29fc1beab6,35.66602058708668,437679,-1,36,32
62,b24eea3e5ebd423fafe109de526cb484,37.703314796090126,420144,-1,36,31
63,6e90bc3643d94c0fa0edf8795f8c8aa3,33.17269682884216,405381,-1,30,25
64,5512cfa9df6842f89062f97cdefa378d,29.984213411808014,392220,-1,26,21
65,6ea8ed46a7e04a10abfa6acd5290ea09,29.698139056563377,394857,-1,21,16
66,1db65e17354d4873bd22d3186e7dfcdf,30.14485351741314,393547,-1,19,14
67,d0a9cf1d37cd414584f676826a1f400a,33.99234265089035,365113,-1,16,11
68,21e50bd8b149409a9791a74acf49a676,31.066332012414932,416364,-1,16,11
69,459ac79bafdf4b88913f981c1fa71b2c,29.690124094486237,449534,-1,16,11
70,e05526aafa644218b37ab46567a6e776,29.277388006448746,441906,-1,14,10
71,9260fb448a3a49c0be2d174e01157940,34.27470661699772,391691,-1,16,10
72,5abd3d15e63c44a8a8189a6e70a496ef,35.606617107987404,428366,-1,19,12
73,44a799dcf8cd4393aaa748e1bcd96d58,42.399995028972626,440256,-1,17,10
74,addc85df1c34465090f92fa811ecaac6,30.453547835350037,425397,-1,18,10
75,7483e0aca67b4ed79c12f553d5123923,36.55400685966015,405954,-1,17,9
76,79aee76081974fe18eff436a020ce606,30.919352546334267,394711,-1,15,7
77,c359678db3e0441397c0d631f98ec7e1,33.05408172309399,383007,-1,14,6
78,8cf0dfa0d78f469e8b10760332954028,35.64574010670185,380599,-1,12,5
79,51f37263b06c417e94138f2d9348f909,32.096536830067635,364868,-1,21,8
80,d14ff11d28f8410a83aae3cd04de0203,31.04989044368267,394655,-1,25,10
81,8b93ca14a898421d88a437bbd88fb716,32.67936408519745,401640,-1,26,10
82,c48d2494401a419b8c56b7f413526bd8,32.90417231619358,408393,-1,28,10
83,af4baa2810cf431695fbe4f3f5ce7951,30.15374206006527,410867,-1,28,10
84,8d74da149b1041cf8f0ff4a23c53342c,38.70247304439545,400057,-1,30,10
85,752c9911f5184076b7498c32913821be,36.79847531020641,379452,-1,30,10
86,5f610345cd6841f2afef4769153b5fe5,32.55695290863514,359735,-1,32,10
87,32d941ca626c458381f13c0c7ab267b8,30.90381622314453,360692,-1,33,10
88,6a02dd6bc13a457b9af4dc88220e269e,46.41616344451904,339598,-1,35,10
89,d492d47f5aba43249fe426f07a2911bf,35.30871495604515,329723,-1,37,10
90,7b175346a22b4e68b54a9d21f88446dc,39.06680829823017,317726,-1,42,10
91,1192c1448ec044ef97df3078e92032eb,30.82379512488842,308935,-1,43,10
92,6f82d20df0564605978ac7ee7d2da494,29.960066080093384,307216,-1,46,11
93,2f207084f4794686be52b8fbbfa91f1f,37.936825305223465,302446,-1,45,11
94,71a74ae092364afebe91caaee4ed2af3,32.12610259652138,297844,-1,46,11
95,a95deb56b3a845acae5cc782f42e5e4c,30.06858006119728,297039,-1,45,11
96,76b0296bc28a454894ea616e547ee9e9,30.27442842721939,279347,-1,41,11
97,8ccc7487ae0a4aed9daa021f6efe96b5,31.638462096452713,272730,-1,40,10
98,91bb8353dea24e0eb219c013b45dcd64,32.098401337862015,275259,-1,39,10
99,adebba609dd34ac58da232e03ad80f89,36.83396242558956,271078,-1,40,11
100,f2727eb072f7470b862601edee7250b3,31.02339059114456,279046,-1,41,11
101,849bde6d489544178c838baa28142bd4,33.631350845098495,276876,-1,41,11
102,afd9b98ede4b4c79b3fc1882ffeb2068,30.513741075992584,279773,-1,43,12
103,12a72195b0a242b3bf7a48c0d82cd219,30.620360746979713,280767,-1,43,12
104,12a0035c7d934d259f5fa32eafd7b0e3,34.7687192261219,277340,-1,43,12
105,eab9a7fe8c7c4cbebbefbbdb77960d6a,36.41815297305584,280341,-1,43,12
106,000681a060c04755a1537cf83b53ba57,29.312122613191605,277769,-1,43,12
107,39118d2a1a9b459eadc2c2d28c7658d3,35.142622888088226,282882,-1,42,12
108,b70d359986c74a008d7e9f957521b213,30.95102682709694,277115,-1,42,12
109,c1348c56187d4f38ad1b569cd3a7095f,34.896887838840485,285911,-1,42,12
110,e5062bd5d7774291b8641c5a9a38b439,29.798010364174843,287269,-1,41,12
111,cf6a7d894c034a4db251f41bc31cdbf7,38.18172588944435,288888,-1,40,12
112,9de41b523cce4fb3aa4f6230ec06345d,30.804408714175224,278504,-1,38,12
113,5bbe677b299143128aa0492add6b28cf,34.78691913187504,274968,-1,38,12
114,8b2da12cffd84eb2925b0b9e08ed250f,30.5409524589777,276895,-1,38,12
115,d48f731eacf64f1f8df51ba2a153864a,33.667249605059624,262468,-1,38,12
116,073394e5ed044800b3e4d7e077716219,32.01717510819435,254267,-1,37,11
117,5b8bccc502224cbd82d1cf9e511a35c0,34.6188060939312,252778,-1,35,11
118,6de2f8b9d18441e8aee8011d5f8759f3,29.415367171168327,265958,-1,32,11
119,c28c950afda14f7b93ff956799873dff,38.31633925437927,440541,-1,5,2
120,73605b2d71b347e996af63f7e7e55fa9,31.528005376458168,428664,-1,7,4
121,86287c78bf494502ae0b6110c162b63d,39.88729417324066,427186,-1,7,4
122,c365e8e9ccfd4bcbac8fc09a21692edc,36.83594800531864,420770,-1,7,4
123,08dfcb4bd030497ea9c7d17d4bbba24b,29.605235904455185,435717,-1,7,4
124,b8c2c0c99fa24096abb6537fe3bd5628,35.36606580018997,431596,-1,7,4
125,8b52e309b5144f7880725db89ec38956,33.548204228281975,424505,-1,7,4
126,54dd93feb4b34fc4b57470531bd79ff5,35.511789843440056,412454,-1,7,4
127,7c3248a9f77341d2ba915b857bd8f287,34.22594256699085,430452,-1,7,4
128,9f5b95a0bb20428188d4abae6a0579d1,34.101707860827446,394084,-1,7,4
129,cbbd333271434197b1bd8302ae03100f,38.04340958595276,401873,-1,7,4
130,28b11a54a9554bcab30d73ee193046b5,35.897206515073776,423947,-1,7,4
131,4b791411187e47689f7259a9b4d4c54f,30.5106770247221,432308,-1,7,4
132,ac7124bfc1694aa996a5e3b27d17ecf5,33.440543338656425,417375,-1,7,4
133,b0361d863c2f468d8f6ac82560aaf5bf,37.17716038227081,430721,-1,8,5
134,a00699393a4b4cf39e0b992da8dd2715,37.24929690361023,428736,-1,9,5
135,f4d621bac4954bab8376359358093db6,31.34736232459545,408344,-1,9,5
136,0497c0a2d98145029608177652f791a0,34.90202687680721,397625,-1,9,5
137,4bf4a32aa6e14ed890fcf8a860ad9289,36.24306991696358,413896,-1,9,5
138,c591060534ac4c978a9601baa87c202b,45.95066420733929,418075,-1,10,6
139,618875a2d6724584917e6be29329d8ac,34.120555967092514,387514,-1,10,6
140,f09c85b7ca614a97b5a2293ad5b1182c,36.008527502417564,383697,-1,10,6
141,e334b3012d8b45649fb0614b14264a30,30.89660406112671,404462,-1,11,6
142,101e831275d740e6b47a6b1e9ef8c7b2,36.05648875236511,385589,-1,12,6
143,309dffeeb33c4319bfcd4fa9002d8667,32.971275970339775,388043,-1,12,6
144,8e86bdba7c1f434780fdc7924d9d2286,35.3741105645895,396664,-1,12,6
145,58b9fd4376c741b3ad035aec9bef660d,31.42780438065529,376143,-1,12,6
146,a38cd83451774e5f89fce6eb45b3ac8a,40.296396240592,386154,-1,12,6
147,c604ceb421f54f028c246cb68960dd53,37.01108694076538,380847,-1,11,6
148,84d3fc3616134756aa8a9545a5706e62,34.050002694129944,373543,-1,11,6
149,8c9d04f0d9fe4fa49db9a99d4852f46a,39.3403023481369,373542,-1,11,6
150,fa1a6e0348aa4974808669ff11afc30c,32.6691884547472,369933,-1,11,6
151,95da06d762ea41ed8050c8d7a9cefa8c,30.182594433426857,368418,-1,10,5
152,f69deb5862844f09a690500fe6a2b9b0,35.25463305413723,366311,-1,10,5
153,4a4e46dbe41848b8a2b1d82107b6c24c,32.53958560526371,372208,-1,10,5
154,57417521864243b8877733aa6b372276,36.8984155356884,369260,-1,10,5
155,d4c301dcfbc34ac8b8319353c3bfc620,30.929885804653168,367600,-1,10,5
156,75552a5fc1ee4030ac1d032c6343a165,34.455547109246254,369184,-1,9,5
157,c7bc5a205f5545b7a0af978889ceca13,36.078255623579025,366522,-1,9,5
158,e261f474caa34797b0759aa2ca8a576d,38.62624429166317,365981,-1,9,6
159,3947c3c1848e46c3849a1e178e2e728b,41.93226248025894,372115,-1,9,6
160,c0e18beded2d45d29662c2129503d4f7,30.953550711274147,366423,-1,9,6
161,c3286d413f524369ac040fbcd0b0e9b6,44.326167553663254,374977,-1,9,6
162,e7683144f74449309873faf2cb7e76c8,36.97054274380207,376453,-1,9,6
163,a4fa9d49433944d893b977da960fc458,30.508941039443016,378511,-1,9,6
164,d55a20a3225b4e258cbba4dd9e1b597f,38.36626559495926,359554,-1,9,6
165,1a0f8e5b0cc248cd832716486455a257,34.96284410357475,367269,-1,9,6
166,f9b825f4020e4da8b6a182160e0b0705,34.33241508901119,372085,-1,9,6
167,77d239a5f93b49a38ec0a6185c87147d,33.842962235212326,376438,-1,9,6
168,fdb723ef23d64b47aead300ed1d573f7,37.91330009698868,364998,-1,9,6
169,6e49bfd9f21447858938b77180bcb6b8,34.21997092664242,379489,-1,9,6
170,4c5a8356ea1741548238807ba41235d3,34.035855904221535,379732,-1,9,6
171,e69a14f90e684e0c8dbcee8336e837ad,39.59639556705952,379962,-1,9,6
172,a77fe48ab6e44959860a1a2b44f7be5e,36.25657223165035,396292,-1,9,6
173,160faaad600249d7ab8f95ee44648e6f,31.259575858712196,375574,-1,9,6
174,335da4966e3745dc845362f4c54eeae8,33.53478945791721,377450,-1,9,6
175,68b7cbe911ee40f9a00ff8affbfb88ab,36.46906465291977,368342,-1,10,7
176,f3d292fb057a4490967facdc1b9968cf,35.25969572365284,367515,-1,11,8
177,9a9f358664e64025a28fbffcf2ee0099,30.49078769981861,383281,-1,11,8
178,deafcf11ebbf49ea987ebc7616d4c487,30.387744307518005,383706,-1,12,8
179,670c160e6af24e7c8a8dc34aae1e3a1c,30.837111175060272,382896,-1,13,8
180,5c37942981a148418ea05430a44cfa7e,30.424391850829124,380198,-1,13,8
181,ca924333b0ad4839952a5b6ab70de4b0,31.226124614477158,373026,-1,12,7
182,fb2a700732f24bfe86d1187ba7492ba2,33.11113081872463,379668,-1,11,6
183,f05e94332d124446a9b8df3917101615,34.458303824067116,380078,-1,9,4
184,2b4bb1ecb2244264ba9043ee04854ac2,30.491549521684647,382934,-1,9,4
185,16ada52c6b734169879b2c296f5434d3,35.60475446283817,397780,-1,9,4
186,81f68870ae19470a93ae51e7ff2583ef,34.00471433997154,389567,-1,10,5
187,5f52fc6688cd4b098799012ee6a04875,33.71777385473251,353647,-1,9,4
188,03e1fa4ec2664a34987dcc8c2898d94d,32.352739945054054,358252,-1,9,4
189,d929c9294e4348c58edceeb460d2e083,30.007917433977127,426077,-1,11,6
190,80d7c172efb64b5296f2d22f942bc963,41.72556288540363,431554,-1,11,6
191,edde57e6dfeb416e936d9056824b8253,31.75194375216961,440637,-1,11,6
192,f1d9fc82160b4980a3fd44dc92bdd033,31.009633094072342,438399,-1,11,6
193,33c050305be04c6489a4c61f09e40123,34.46982428431511,427679,-1,12,7
194,1477ef1a6a3b42daa70ac218e6f6c6f9,32.83868543803692,410066,-1,13,8
195,dc80a728399948168b6e301e031a2435,40.675049647688866,415470,-1,13,8
196,90c8d4cb239d48adb447177c64a7ff0f,41.40295460820198,405209,-1,13,8
197,1d477a7c21784a98b2e6a9289a958fe2,32.548317685723305,437486,-1,35,4
198,4cd21f4d2a00448c9efe4d81a6e35891,39.76228088140488,429029,-1,35,4
199,d7f831c213eb44e3b8031f73929278a7,32.86963328719139,433947,-1,36,5
200,915e9d78c1eb4bc7a75fbd9d672be158,32.88094513118267,426739,-1,37,5
201,8ae5eb1e96954ba0b154600564400ab4,32.698480412364006,409575,-1,37,5
202,5eb775d7b9534e82971c5c435fbfa116,29.713807627558708,412517,-1,37,5
203,12404ec129124d9a9bb72860e3c9c02b,29.74889613687992,405453,-1,38,5
204,a9460d1306f94aaf894af8b07d5f23a9,32.80596435070038,427346,-1,37,5
205,a82c0acb18dd4c3a99731b7a06a63fb7,30.033713206648827,433377,-1,35,5
206,11d08474b2544d969d832d3d370c3db1,30.680224299430847,424212,-1,35,5
207,1c9469a9d1db45f99f95fbe9c0095087,30.86446225643158,424731,-1,30,5
208,b513d361d0874bf8aa8eeae2e04dd25c,34.48772802948952,438143,-1,30,5
209,773712537f064bed866ee4be0a425261,31.298480927944183,422673,-1,30,5
210,b3d0ef9d02d24118a0fe3e02104e8a33,29.55741435289383,400161,-1,29,5
211,e42c40288fba48e993507ce35215a7d5,33.39832462370396,421156,-1,26,4
212,e1e84a1a464844cd80f144faa700c067,29.819991439580917,415676,-1,26,4
213,44a22e08d57b40d4bf7077a060741383,30.118416994810104,421326,-1,24,4
214,0e6728061166469695094adf2df3ece0,29.70823086798191,425777,-1,25,4
215,c0ac3dc491e7414184f44c2b32d24ad8,33.534446731209755,420976,-1,24,4
216,b87c4fce91d94856b3d8a39961e97fbb,37.65426017343998,441096,-1,23,5
217,49ceba17e48d41f08da1c994618f84da,37.13412955403328,437742,-1,21,4
218,0c35a9646b7b4c74af3699f46d6bed9a,30.658653005957603,440841,-1,18,4
219,3d71959327bc4d79a59a8efb0da21143,33.308252692222595,426964,-1,18,5
220,bf7a775b373b4705aebfee0609f6e166,29.682572931051254,431746,-1,17,4
221,ac2d1e8913eb40e0847c39fb6dd73c5f,36.96833923459053,430874,-1,15,4
222,0791e7e86b98473795eeffe238d6c13b,35.672834143042564,456174,-1,15,4
223,6e60a07fb4234c1d8b669f62bd49da5b,30.166015028953552,454725,-1,14,3
224,f3c0d5342fd54c4f95312fead7783170,30.548157170414925,462911,-1,14,3
225,a1d17e01d0454964a0699b251b2f1e70,42.312731966376305,466337,-1,14,3
226,8d5c8d68750649c5bb0798abe4a1d8f8,39.4548773765564,471632,-1,14,3
227,e0668ad60c404fa6a7cd4295c536d737,32.94229879975319,463158,-1,15,3
228,4b37030f3df847aa97027cfb887be058,37.030214443802834,462571,-1,14,3
229,c63c15b4ddae40579136ebaecbbfbfd0,29.39624898135662,467382,-1,13,3
230,d21bdffbca9f4edaa4bf4f54fffa6f4b,32.371506094932556,456282,-1,12,2
231,2bdf0127a7094e3aabdf8be3f4670cb0,36.78641468286514,454694,-1,12,2
232,7e33559bf5ce4cbabf24b606383ce521,29.722029343247414,458207,-1,13,3
233,af7a7e39956646a785d8d7c5831fea62,29.199600219726562,455379,-1,14,3
234,489c1b82dd654bc78cd900b93a644bab,42.164020240306854,464110,-1,15,3
235,cef5745a54e24c7a9111d449e336b4ed,37.922950461506844,458689,-1,15,3
236,040a956bf0c04ad09fffc286cab5bc56,33.81872549653053,414352,-1,29,5
237,ea5dbccb2a7a4b4e9ce8c0f5e0509d17,35.7743538916111,411839,-1,37,9
238,fc651dc8a36846fdba3f705117d3d0d0,29.65802513062954,413314,-1,39,10
239,3d65380e1e2b470bbe0c944ecec05616,40.549034252762794,406450,-1,45,12
240,6d32f67b3307453aae7b942c91b7b9e8,36.72953508794308,386220,-1,47,12
241,d6f9027a85474ee4bbd4103cc7619f4f,32.9451858997345,379348,-1,55,13
242,573172be3eda4aae94e875fe4403c57b,31.771762296557426,358868,-1,63,14
243,3387d937c3864cdcaf0454542ebaa961,34.65312160551548,382806,-1,67,16
244,2bb8324710ae4fb1a000cdf7f1eb253c,39.091432467103004,407798,-1,69,17
245,34cf97ab4d6b452d862ae6c8374f7ee9,35.509053617715836,415551,-1,74,21
246,9bd318b5781f4bf797b9b6ee69f9cbd8,35.25605611503124,404415,-1,79,24
247,72fb9f0f545a4d6b92f6de14c9dcce85,45.25889828801155,402601,-1,78,23
248,ef9eddeaa6c641b2bfc687237153a1e9,29.89729680120945,390808,-1,76,23
249,913f4d17b4c54ce19662f83158a3d4d0,28.756476938724518,397141,-1,78,26
250,728f711f0d8e4b5fa85defb9bbb51399,30.245332047343254,402297,-1,84,31
251,4ea42d9dcb2548658a950769437f108b,39.71405513584614,396170,-1,83,28
252,4de831d46edf46d084ac2cecf682b11a,34.66362692415714,396985,-1,91,31
253,9bab9367c07f4410ab2a3e901d76034f,28.895176947116852,403451,-1,91,29
254,2128fc958907421ca888ab014a73348a,35.624051466584206,394959,-1,94,30
255,144689dc04d74506a875106f2ff76d9e,35.3322122246027,393455,-1,94,33
256,d813d750f591453a9b1bb905e6a88b48,30.124204233288765,366429,-1,86,30
257,bf6aeba0f19a46b087916c915f73cf39,34.97263230383396,351250,-1,85,32
258,9018d220fc7340998efa65631a9c3cd4,31.534764915704727,341142,-1,90,34
259,5b8b618c3f9e481bb8522d9900d74f20,32.89497084915638,354285,-1,91,38
260,8491dd8fb7a44826b15e24ef9f869455,31.74707666039467,361518,-1,86,36
261,d90f206c2a2e405e912ee046b0b27d85,39.55487720668316,332585,-1,79,34
262,9d0b36d611be43ffa9244ee9a4e9c5e9,30.45445680618286,330964,-1,77,33
263,1fa5506ca31d4174955140d2138db679,34.73957255482674,331269,-1,81,39
264,364828ce52784d7a8f1b6f586637e23a,30.685462057590485,330469,-1,81,39
265,864f2bd660ba4d5b83fc5dee443801ce,29.375923797488213,343182,-1,74,38
266,1734a670436946788e72ec8ce185957b,39.38884474337101,353275,-1,72,36
267,2e51aaf4465441dcbe22351087a62c46,50.550224259495735,366866,-1,74,38
268,291d30843273487c96a7dc86f79a030f,38.22902590036392,346651,-1,73,40
269,90c1665c6cf24153a834063fd99f257c,34.15505960583687,357111,-1,69,40
270,783bf5ef43d04e538df4986e1461ba7e,34.57421250641346,349529,-1,71,42
271,f5a8490b733140bd9eb51131f5e65b4e,33.414991572499275,350343,-1,68,44
272,cb57adad69c54307907d522fd78c543b,40.57917930185795,339104,-1,67,43
273,b46095be5e6c47d2aff1a67a151fc984,36.43972985446453,349786,-1,68,44
274,de44070678e84676ab9e68a16a55b5d5,32.05447643995285,364271,-1,71,48
275,a6f13e65dcd141bca7ffb425d7c6c8be,33.15970487892628,368722,-1,64,43
276,8fb167b9767d420b9c6368719bafb7b4,36.12091951072216,369347,-1,34,17
277,1dffa2d447444bc89fa5c494f88aaa20,35.956939682364464,376181,-1,38,20
278,8c6a954f8ab94c36b994a18d9f6a5b26,30.849352478981018,379221,-1,41,20
279,d5686f4785d04f7f82f723548f14523c,35.113899037241936,380778,-1,48,24
280,ad7080dc8e08423482474c439e96c2ee,29.720963910222054,373438,-1,52,26
281,96af1a7dbbe643ee9b54c2702c719407,30.42515367269516,372408,-1,54,26
282,99c4cc9ce89246b19b802666bff43cf9,30.91209940612316,366478,-1,59,26
283,5c9f496ba0904ac0a2a62c138dd627f2,36.74008697271347,347366,-1,59,25
284,ce45c7c9cae1491ba4e30bdf649b7de0,36.19534894824028,341572,-1,57,23
285,4ffdd34156524df380cddc090dcadc7d,42.64248162508011,328416,-1,56,23
286,ffec010a27b4462f86b78e2e41d14f42,42.039863765239716,346027,-1,57,24
287,c5fc747cb34f44d78820ae649d183e93,34.267330542206764,348018,-1,54,24
288,88aa269105204f8db1a29debf3cde07c,37.285154685378075,347561,-1,55,23
289,6b282c1c40c1454bad559e58b5fcecb0,29.65657226741314,337363,-1,49,19
290,4523fb98c35940f1a47555072262965d,35.219648852944374,325895,-1,49,19
291,6e75580faac94693acd7ece6419dcb88,40.03831930458546,313723,-1,51,19
292,bd0a172dbc9045d5a11b1980ccfb0d53,33.61994959414005,318481,-1,52,20
293,af620d74bb47486b89cdc3844acb6c18,31.592385843396187,353253,-1,54,20
294,8a51f719699b49f893a8ed0932201c22,30.40965460240841,337407,-1,51,18
295,cf4d66093d824995b2b56eb08503c663,38.71988318860531,301873,-1,52,19
296,5bea7ebf706d4a5c906769ca8de1be22,36.1845213919878,298313,-1,53,20
297,c49a39d8f51d41dabd03de50bbcf06d9,30.108144506812096,289593,-1,53,20
298,b9853461935b41f88ba20195a2d0217c,35.14038771390915,303559,-1,54,21
299,a4093bf016f74a93bab9aea589de615c,34.099746495485306,315179,-1,55,22
300,33c965ece87842c2ac898543d26dad5f,35.19505076110363,322117,-1,55,22
301,5484714099f84b6c90d7db7fa8673073,30.830755829811096,316672,-1,55,22
302,318791a3a2054db9a90bc6eba32795bf,30.692927539348602,316220,-1,56,23
303,9f6fcb159f6046cb9b2f9165479c2e51,33.31859037280083,330577,-1,56,24
304,7967df27333942bca9eb8c1af9de61af,35.43473221361637,321227,-1,56,24
305,1aaff367ed174989b350fd40619b6f9a,36.369238048791885,328613,-1,57,24
306,28d072daaeb44926a824bb2671878b68,29.75926361978054,320705,-1,57,24
307,0a4c9338501444aebc937ec231dcde43,40.069758892059326,321980,-1,57,24
308,81d4dc6d876c46528e7c678fe85410cf,38.864865899086,325597,-1,55,23
309,a2f135999c12428caacda927ebcff835,31.506432220339775,322099,-1,55,23
310,e32db3f8b6c244c2be60b6d7db30ccc3,30.691232532262802,324150,-1,56,23
311,38f030fc7723490e98b3b40ba7d525f9,36.601243540644646,318956,-1,56,23
312,e2526ae0b641422f9151ffd49a19f01c,47.67689295113087,316487,-1,55,23
313,b3bafb1ec0824002ac518570c7995935,51.643162965774536,313982,-1,54,22
314,4ac8bb201c7f44cfad407f00d3b18c4d,32.94374421238899,308579,-1,52,20
315,91d55da975464dd6a50d71a4d46881eb,31.32888674736023,321638,-1,52,20
316,3502d36d2c76428f9b79f2854e96b696,30.428960919380188,320061,-1,73,47
317,152db7f344954b7196402b92caa57e1c,32.026130706071854,315268,-1,80,48
318,ff771831a0b243169b037f4659e23a9d,50.78799091279507,311227,-1,84,52
319,b22ec0c7883143c6a201e71ab917da7a,34.38418358564377,317632,-1,86,52
320,f38ef51177c84c2a9fa32584b79e601e,29.417190700769424,327555,-1,89,53
321,291e7331922541cea98122b607d24831,32.66097232699394,328363,-1,90,53
322,e4a61a01232041f596e72f03495234f2,35.75870580971241,323834,-1,94,55
323,d628f4a6b4a6405c8f4cfbb8d18c6fd8,34.35766138136387,355069,-1,95,56
324,7b011306ccc34c94a341a54ba2552c52,38.76620903611183,333582,-1,100,60
325,333b8e10454e4be1b6ea0a57ed25e3d5,28.945300728082657,337947,-1,101,62
326,5099c82438074d8885298bbf6d635a54,33.226147294044495,308648,-1,104,62
327,7a344e7e1436415caf180ae067a4203a,35.19590385258198,310751,-1,106,63
328,72fb9a53ac6f4222ac623a6b39c9404d,33.79900008440018,317202,-1,107,63
329,9f7c0eaa175c4627aab13b7f76297c2a,28.86953577399254,313049,-1,109,64
330,c62b6ac878934607be0c524a02f1692b,31.93695656955242,306090,-1,111,63
331,19eea651c57e43ebbade7c4b92a6e4da,35.24087928235531,314203,-1,113,65
